branchName, type_Run2, type_Run3
HLT_QuadPFJet103_88_75_15_PFBTagDeepJet_1p3_VBF2, NOT AVAILABLE, Bool_t
HLT_QuadPFJet105_88_76_15_DoublePFBTagDeepJet_1p3_7p7_VBF1, NOT AVAILABLE, Bool_t
HLT_QuadPFJet105_88_76_15_PFBTagDeepJet_1p3_VBF2, NOT AVAILABLE, Bool_t
HLT_QuadPFJet111_90_80_15_DoublePFBTagDeepJet_1p3_7p7_VBF1, NOT AVAILABLE, Bool_t
HLT_QuadPFJet111_90_80_15_PFBTagDeepJet_1p3_VBF2, NOT AVAILABLE, Bool_t
HLT_QuadPFJet70_50_40_30, NOT AVAILABLE, Bool_t
HLT_QuadPFJet70_50_40_30_PFBTagParticleNet_2BTagSum0p65, NOT AVAILABLE, Bool_t
HLT_QuadPFJet70_50_40_35_PFBTagParticleNet_2BTagSum0p65, NOT AVAILABLE, Bool_t
HLT_QuadPFJet70_50_45_35_PFBTagParticleNet_2BTagSum0p65, NOT AVAILABLE, Bool_t
HLT_QuadPFJet98_83_71_15_DoublePFBTagDeepJet_1p3_7p7_VBF1, NOT AVAILABLE, Bool_t
HLT_QuadPFJet98_83_71_15_PFBTagDeepJet_1p3_VBF2, NOT AVAILABLE, Bool_t
HLT_VBF_DoubleMediumDeepTauPFTauHPS20_eta2p1, NOT AVAILABLE, Bool_t
Jet_PNetRegPtRawCorr, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_PNetRegPtRawCorrNeutrino, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_PNetRegPtRawRes, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagPNetB, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagPNetCvB, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagPNetCvL, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagPNetQvG, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagPNetTauVJet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagRobustParTAK4B, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagRobustParTAK4CvB, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagRobustParTAK4CvL, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_btagRobustParTAK4QG, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Jet_nSVs, NOT AVAILABLE, ROOT::VecOps::RVec<UChar_t>
Jet_svIdx1, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
Jet_svIdx2, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
L1_DoubleEG10_er1p2_dR_Max0p6, NOT AVAILABLE, Bool_t
L1_DoubleEG10p5_er1p2_dR_Max0p6, NOT AVAILABLE, Bool_t
L1_DoubleEG11_er1p2_dR_Max0p6, NOT AVAILABLE, Bool_t
L1_DoubleEG4_er1p2_dR_Max0p9, NOT AVAILABLE, Bool_t
L1_DoubleEG4p5_er1p2_dR_Max0p9, NOT AVAILABLE, Bool_t
L1_DoubleEG5_er1p2_dR_Max0p9, NOT AVAILABLE, Bool_t
L1_DoubleEG5p5_er1p2_dR_Max0p8, NOT AVAILABLE, Bool_t
L1_DoubleEG6_er1p2_dR_Max0p8, NOT AVAILABLE, Bool_t
L1_DoubleEG6p5_er1p2_dR_Max0p8, NOT AVAILABLE, Bool_t
L1_DoubleEG7_er1p2_dR_Max0p8, NOT AVAILABLE, Bool_t
L1_DoubleEG7p5_er1p2_dR_Max0p7, NOT AVAILABLE, Bool_t
L1_DoubleEG8_er1p2_dR_Max0p7, NOT AVAILABLE, Bool_t
L1_DoubleEG8p5_er1p2_dR_Max0p7, NOT AVAILABLE, Bool_t
L1_DoubleEG9_er1p2_dR_Max0p7, NOT AVAILABLE, Bool_t
L1_DoubleEG9p5_er1p2_dR_Max0p6, NOT AVAILABLE, Bool_t
L1_DoubleEG_LooseIso16_LooseIso12_er1p5, NOT AVAILABLE, Bool_t
L1_DoubleEG_LooseIso18_LooseIso12_er1p5, NOT AVAILABLE, Bool_t
L1_DoubleEG_LooseIso20_LooseIso12_er1p5, NOT AVAILABLE, Bool_t
L1_DoubleEG_LooseIso22_LooseIso12_er1p5, NOT AVAILABLE, Bool_t
L1_DoubleEG_LooseIso25_LooseIso12_er1p5, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau26er2p1_Jet55_RmOvlp_dR0p5, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau26er2p1_Jet70_RmOvlp_dR0p5, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau28er2p1, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau28er2p1_Mass_Max80, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau28er2p1_Mass_Max90, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau30er2p1, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau30er2p1_Mass_Max80, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau30er2p1_Mass_Max90, NOT AVAILABLE, Bool_t
L1_DoubleIsoTau35er2p1, NOT AVAILABLE, Bool_t
L1_DoubleJet35_Mass_Min450_IsoTau45er2p1_RmOvlp_dR0p5, NOT AVAILABLE, Bool_t
L1_DoubleLLPJet40, NOT AVAILABLE, Bool_t
L1_DoubleMu0_Upt15_Upt7, NOT AVAILABLE, Bool_t
L1_DoubleMu0_Upt5_Upt5, NOT AVAILABLE, Bool_t
L1_DoubleMu0_Upt6_IP_Min1_Upt4, NOT AVAILABLE, Bool_t
L1_DoubleMu0er1p4_OQ_OS_dEta_Max1p6, NOT AVAILABLE, Bool_t
L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p5, NOT AVAILABLE, Bool_t
L1_DoubleMu0er2p0_SQ_OS_dEta_Max1p6, NOT AVAILABLE, Bool_t
L1_DoubleMu0er2p0_SQ_dEta_Max1p5, NOT AVAILABLE, Bool_t
L1_DoubleMu0er2p0_SQ_dEta_Max1p6, NOT AVAILABLE, Bool_t
L1_DoubleMu18er2p1_SQ, NOT AVAILABLE, Bool_t
L1_DoubleMu3_OS_er2p3_Mass_Max14_DoubleEG7p5_er2p1_Mass_Max20, NOT AVAILABLE, Bool_t
L1_DoubleMu3_SQ_ETMHF30_HTT60er, NOT AVAILABLE, Bool_t
L1_DoubleMu3_SQ_ETMHF30_Jet60er2p5_OR_DoubleJet40er2p5, NOT AVAILABLE, Bool_t
L1_DoubleMu3_SQ_ETMHF40_HTT60er, NOT AVAILABLE, Bool_t
L1_DoubleMu3_SQ_ETMHF40_Jet60er2p5_OR_DoubleJet40er2p5, NOT AVAILABLE, Bool_t
L1_DoubleMu3er2p0_SQ_OS_dR_Max1p4, NOT AVAILABLE, Bool_t
L1_DoubleMu4p5er2p0_SQ_OS_Mass_7to18, NOT AVAILABLE, Bool_t
L1_DoubleMu4p5er2p0_SQ_OS_Mass_Min7, NOT AVAILABLE, Bool_t
L1_DoubleMu5_OS_er2p3_Mass_8to14_DoubleEG3er2p1_Mass_Max20, NOT AVAILABLE, Bool_t
L1_DoubleMu8_SQ, NOT AVAILABLE, Bool_t
L1_ETMHF70, NOT AVAILABLE, Bool_t
L1_ETMHF70_HTT60er, NOT AVAILABLE, Bool_t
L1_ETMHF80, NOT AVAILABLE, Bool_t
L1_ETMHF80_HTT60er, NOT AVAILABLE, Bool_t
L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p1, NOT AVAILABLE, Bool_t
L1_ETMHF80_SingleJet55er2p5_dPhi_Min2p6, NOT AVAILABLE, Bool_t
L1_ETMHF90, NOT AVAILABLE, Bool_t
L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1, NOT AVAILABLE, Bool_t
L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p6, NOT AVAILABLE, Bool_t
L1_ETMHF90_SingleJet80er2p5_dPhi_Min2p1, NOT AVAILABLE, Bool_t
L1_ETMHF90_SingleJet80er2p5_dPhi_Min2p6, NOT AVAILABLE, Bool_t
L1_HTT120_SingleLLPJet40, NOT AVAILABLE, Bool_t
L1_HTT160_SingleLLPJet50, NOT AVAILABLE, Bool_t
L1_HTT200_SingleLLPJet60, NOT AVAILABLE, Bool_t
L1_HTT240_SingleLLPJet70, NOT AVAILABLE, Bool_t
L1_HTT280er_QuadJet_70_55_40_35_er2p5, NOT AVAILABLE, Bool_t
L1_HTT320er_QuadJet_70_55_40_40_er2p5, NOT AVAILABLE, Bool_t
L1_IsoTau52er2p1_QuadJet36er2p5, NOT AVAILABLE, Bool_t
L1_MinimumBiasHF0, NOT AVAILABLE, Bool_t
L1_Mu18er2p1_Tau26er2p1_Jet55, NOT AVAILABLE, Bool_t
L1_Mu18er2p1_Tau26er2p1_Jet70, NOT AVAILABLE, Bool_t
L1_Mu22er2p1_IsoTau28er2p1, NOT AVAILABLE, Bool_t
L1_Mu22er2p1_IsoTau30er2p1, NOT AVAILABLE, Bool_t
L1_Mu3er1p5_Jet100er2p5_ETMHF30, NOT AVAILABLE, Bool_t
L1_Mu7_EG20er2p5, NOT AVAILABLE, Bool_t
L1_SingleEG28_FWD2p5, NOT AVAILABLE, Bool_t
L1_SingleEG28er1p5, NOT AVAILABLE, Bool_t
L1_SingleEG28er2p1, NOT AVAILABLE, Bool_t
L1_SingleEG28er2p5, NOT AVAILABLE, Bool_t
L1_SingleIsoEG28_FWD2p5, NOT AVAILABLE, Bool_t
L1_SingleIsoTau32er2p1, NOT AVAILABLE, Bool_t
L1_SingleJet140er2p5_ETMHF70, NOT AVAILABLE, Bool_t
L1_SingleLooseIsoEG26er1p5, NOT AVAILABLE, Bool_t
L1_SingleLooseIsoEG26er2p5, NOT AVAILABLE, Bool_t
L1_SingleLooseIsoEG28_FWD2p5, NOT AVAILABLE, Bool_t
L1_SingleLooseIsoEG28er2p1, NOT AVAILABLE, Bool_t
L1_SingleLooseIsoEG28er2p5, NOT AVAILABLE, Bool_t
L1_SingleLooseIsoEG30er2p5, NOT AVAILABLE, Bool_t
L1_SingleMu22_DQ, NOT AVAILABLE, Bool_t
L1_SingleMu22_OQ, NOT AVAILABLE, Bool_t
L1_SingleMuShower_Nominal, NOT AVAILABLE, Bool_t
L1_SingleMuShower_Tight, NOT AVAILABLE, Bool_t
L1_SingleTau70er2p1, NOT AVAILABLE, Bool_t
L1_TripleMu_2SQ_1p5SQ_0OQ, NOT AVAILABLE, Bool_t
L1_TripleMu_2SQ_1p5SQ_0OQ_Mass_Max12, NOT AVAILABLE, Bool_t
L1_TripleMu_3SQ_2p5SQ_0OQ_Mass_Max12, NOT AVAILABLE, Bool_t
LowPtElectron_electronIdx, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
LowPtElectron_photonIdx, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
Muon_bsConstrainedChi2, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Muon_bsConstrainedPt, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Muon_bsConstrainedPtErr, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Muon_mvaMuID, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Muon_mvaMuID_WP, NOT AVAILABLE, ROOT::VecOps::RVec<UChar_t>
Muon_svIdx, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
OtherPV_score, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_ecalPFClusterIso, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_energyRaw, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_esEffSigmaRR, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_esEnergyOverRawE, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_etaWidth, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_haloTaggerMVAVal, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_hasConversionTracks, NOT AVAILABLE, ROOT::VecOps::RVec<Bool_t>
Photon_hcalPFClusterIso, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_hoe_PUcorr, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_pfChargedIso, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_pfChargedIsoPFPV, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_pfChargedIsoWorstVtx, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_pfPhoIso03, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_pfRelIso03_all_quadratic, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_pfRelIso03_chg_quadratic, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_phiWidth, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_s4, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_seediEtaOriX, NOT AVAILABLE, ROOT::VecOps::RVec<Char_t>
Photon_seediPhiOriY, NOT AVAILABLE, ROOT::VecOps::RVec<Int_t>
Photon_sieip, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_sipip, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_trkSumPtHollowConeDR03, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_trkSumPtSolidConeDR04, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_x_calo, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_y_calo, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Photon_z_calo, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Rho_fixedGridRhoAll, NOT AVAILABLE, Float_t
Rho_fixedGridRhoFastjetAll, NOT AVAILABLE, Float_t
Rho_fixedGridRhoFastjetCentral, NOT AVAILABLE, Float_t
Rho_fixedGridRhoFastjetCentralCalo, NOT AVAILABLE, Float_t
Rho_fixedGridRhoFastjetCentralChargedPileUp, NOT AVAILABLE, Float_t
Rho_fixedGridRhoFastjetCentralNeutral, NOT AVAILABLE, Float_t
Tau_decayModePNet, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
Tau_eleIdx, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
Tau_idDecayModeNewDMs, NOT AVAILABLE, ROOT::VecOps::RVec<Bool_t>
Tau_idDeepTau2018v2p5VSe, NOT AVAILABLE, ROOT::VecOps::RVec<UChar_t>
Tau_idDeepTau2018v2p5VSjet, NOT AVAILABLE, ROOT::VecOps::RVec<UChar_t>
Tau_idDeepTau2018v2p5VSmu, NOT AVAILABLE, ROOT::VecOps::RVec<UChar_t>
Tau_muIdx, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
Tau_nSVs, NOT AVAILABLE, ROOT::VecOps::RVec<UChar_t>
Tau_probDM0PNet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_probDM10PNet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_probDM11PNet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_probDM1PNet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_probDM2PNet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_ptCorrPNet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_qConfPNet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_rawDeepTau2018v2p5VSe, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_rawDeepTau2018v2p5VSjet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_rawDeepTau2018v2p5VSmu, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_rawPNetVSe, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_rawPNetVSjet, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_rawPNetVSmu, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Tau_svIdx1, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
Tau_svIdx2, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
bunchCrossing, NOT AVAILABLE, UInt_t
nGenProton, NOT AVAILABLE, Int_t
